Model,Location,Years_old,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Hyundai,Hyderabad,10,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,310000.0
Mercedes-Benz,Kochi,5,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,1864000.0
Hyundai,Pune,8,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,280000.0
Toyota,Chennai,4,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2025000.0
Audi,Kochi,5,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2678000.0
Toyota,Hyderabad,10,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,826000.0
Volkswagen,Mumbai,5,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,389000.0
Maruti,Hyderabad,9,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,210000.0
Honda,Mumbai,3,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1269000.0
Tata,Coimbatore,7,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,258000.0
Audi,Kochi,6,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2077000.0
Mercedes-Benz,Delhi,5,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2026000.0000000002
Maruti,Hyderabad,6,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,425000.0
Mercedes-Benz,Hyderabad,3,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,5700000.0
Land,Delhi,3,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,4400000.0
Volkswagen,Hyderabad,9,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,365000.0
Maruti,Hyderabad,8,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,204999.99999999997
Honda,Kochi,8,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,313000.0
Tata,Hyderabad,20,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,150000.0
Tata,Pune,8,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,285000.0
Maruti,Delhi,8,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,265000.0
Mahindra,Hyderabad,5,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1060000.0
Tata,Pune,12,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,125000.0
Maruti,Mumbai,2,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,825000.0
Honda,Mumbai,9,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,445000.0
Maruti,Kolkata,8,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,370000.0
Ford,Hyderabad,11,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,280000.0
Honda,Kolkata,12,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,180000.0
Audi,Kochi,6,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2195000.0
Audi,Coimbatore,3,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,6267000.0
Maruti,Pune,12,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,140000.0
Hyundai,Pune,8,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,550000.0
Hyundai,Bangalore,11,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,295000.0
Honda,Kochi,4,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,686000.0
Maruti,Hyderabad,5,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,615000.0
Hyundai,Pune,9,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,330000.0
Volkswagen,Kolkata,9,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,254999.99999999997
Maruti,Ahmedabad,11,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,150000.0
Toyota,Chennai,16,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,250000.0
Maruti,Chennai,14,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,140000.0
Tata,Pune,8,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,340000.0
Maruti,Pune,8,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,225000.0
Toyota,Kolkata,12,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,280000.0
Hyundai,Coimbatore,4,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,766000.0
Maruti,Chennai,4,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,715000.0
Honda,Delhi,10,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,350000.0
Tata,Hyderabad,6,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,350000.0
Honda,Kolkata,7,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,345000.0
Hyundai,Coimbatore,4,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,355000.0
BMW,Kochi,5,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,2599000.0
Hyundai,Bangalore,8,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,525000.0
Tata,Ahmedabad,7,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,290000.0
Skoda,Jaipur,15,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,204999.99999999997
Maruti,Pune,3,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,375000.0
Ford,Mumbai,6,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,675000.0
Chevrolet,Kolkata,9,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,95000.0
Jaguar,Hyderabad,3,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,5200000.0
Honda,Jaipur,13,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,391000.0
Skoda,Kochi,1,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,2730000.0
Maruti,Delhi,7,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,350000.0
Maruti,Mumbai,4,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,620000.0
Nissan,Chennai,9,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,275000.0
Maruti,Mumbai,5,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,325000.0
Ford,Pune,8,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,325000.0
Maruti,Kolkata,17,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,65000.0
Mini,Pune,3,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,3500000.0
Toyota,Kolkata,6,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,325000.0
Maruti,Kolkata,2,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,290000.0
Maruti,Bangalore,9,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,290000.0
BMW,Bangalore,11,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,1775000.0
Nissan,Mumbai,5,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,825000.0
Hyundai,Coimbatore,5,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,577000.0
Maruti,Hyderabad,3,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,949000.0
Audi,Mumbai,12,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,1295000.0
Mercedes-Benz,Chennai,5,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2000000.0
Maruti,Chennai,13,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,100000.0
Renault,Chennai,5,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,710000.0
Toyota,Mumbai,3,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,1650000.0
Mercedes-Benz,Chennai,6,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,2600000.0
Maruti,Hyderabad,10,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,320000.0
Honda,Kochi,3,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,948000.0
Hyundai,Kochi,5,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,400000.0
Mercedes-Benz,Jaipur,6,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,2650000.0
Mercedes-Benz,Kochi,6,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,1177000.0
Mercedes-Benz,Bangalore,3,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,3700000.0
Honda,Mumbai,4,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,875000.0
Honda,Chennai,9,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,375000.0
Hyundai,Pune,10,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,250000.0
Jaguar,Mumbai,3,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,3450000.0
Honda,Delhi,5,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,465000.00000000006
Mini,Bangalore,5,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,3200000.0
Mercedes-Benz,Coimbatore,3,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,6281000.0
Hyundai,Chennai,6,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,325000.0
Maruti,Kolkata,6,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,310000.0
Maruti,Coimbatore,9,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,391000.0
BMW,Chennai,9,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1100000.0
Tata,Pune,6,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,350000.0
Audi,Chennai,6,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,1650000.0
Land,Hyderabad,8,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,3000000.0
Mercedes-Benz,Pune,10,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,2800000.0
Mitsubishi,Hyderabad,2,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,2800000.0
Maruti,Jaipur,10,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,92000.0
Maruti,Pune,7,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,275000.0
Land,Coimbatore,3,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,5383000.0
Hyundai,Pune,9,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,495000.0
BMW,Hyderabad,7,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,3350000.0
Jaguar,Bangalore,7,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2795000.0
Skoda,Hyderabad,10,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,725000.0
Audi,Kochi,3,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,2571000.0
Land,Coimbatore,6,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,2967000.0
Mercedes-Benz,Jaipur,7,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1900000.0
Mahindra,Kochi,3,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,1305000.0
BMW,Mumbai,5,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,2550000.0
Honda,Pune,3,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,850000.0
Volvo,Chennai,10,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,725000.0
Hyundai,Pune,15,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,80000.0
Hyundai,Jaipur,3,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,690000.0
Hyundai,Kolkata,5,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,225000.0
Hyundai,Kochi,2,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,550000.0
Honda,Mumbai,7,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,434999.99999999994
Volkswagen,Kolkata,10,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,225000.0
Audi,Mumbai,4,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,2450000.0
Hyundai,Coimbatore,3,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1203000.0
Mercedes-Benz,Mumbai,9,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,850000.0
Mini,Mumbai,6,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,2850000.0
Toyota,Bangalore,7,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,575000.0
Honda,Delhi,6,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,320000.0
Maruti,Coimbatore,2,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,989000.0
Skoda,Coimbatore,8,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,658000.0
Hyundai,Kochi,2,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,405999.99999999994
Renault,Coimbatore,1,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,1337000.0
BMW,Coimbatore,9,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,2582000.0
Maruti,Kochi,4,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,374000.0
Volvo,Bangalore,5,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,2200000.0
Maruti,Ahmedabad,13,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,145000.0
Honda,Kolkata,12,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,200000.0
Maruti,Kochi,3,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,470000.0
Chevrolet,Kolkata,6,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,375000.0
Mahindra,Coimbatore,4,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,770000.0
Hyundai,Hyderabad,6,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,260000.0
Hyundai,Coimbatore,3,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1377000.0
Volkswagen,Mumbai,3,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,710000.0
Honda,Pune,12,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,265000.0
Tata,Hyderabad,6,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,250000.0
Mahindra,Kochi,7,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,753000.0
Hyundai,Coimbatore,3,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,798000.0
Audi,Bangalore,6,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,3900000.0
Maruti,Chennai,9,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,225000.0
Mitsubishi,Chennai,10,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,385000.0
Toyota,Hyderabad,5,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1350000.0
Maruti,Hyderabad,4,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,350000.0
Maruti,Delhi,2,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,892000.0
Audi,Coimbatore,4,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,2037000.0
BMW,Bangalore,4,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,3650000.0
Hyundai,Pune,4,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,720000.0
Renault,Hyderabad,8,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,599000.0
Hyundai,Pune,4,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,525000.0
Ford,Delhi,6,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,650000.0
Volkswagen,Hyderabad,7,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,440000.00000000006
Hyundai,Kolkata,3,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,459999.99999999994
Tata,Ahmedabad,7,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,295000.0
Honda,Kolkata,9,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,326000.0
Hyundai,Bangalore,12,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,222000.00000000003
Toyota,Hyderabad,8,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,1050000.0
Maruti,Coimbatore,3,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,826000.0
Toyota,Delhi,7,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,1445000.0
Mercedes-Benz,Kochi,2,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,5143000.0
Mercedes-Benz,Chennai,6,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,2300000.0
Skoda,Kolkata,8,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,550000.0
Hyundai,Delhi,5,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,450000.0
Ford,Hyderabad,2,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,680000.0
Skoda,Mumbai,7,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,875000.0
Renault,Mumbai,5,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,700000.0
Land,Delhi,5,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,3350000.0
Ford,Chennai,9,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,225000.0
Ford,Hyderabad,12,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,424000.0
Toyota,Coimbatore,3,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,2842000.0
Volkswagen,Kolkata,8,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,275000.0
Maruti,Jaipur,9,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,300000.0
Nissan,Pune,7,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,355000.0
Hyundai,Kolkata,7,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,480000.0
BMW,Kolkata,9,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,1350000.0
Mercedes-Benz,Pune,3,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,5600000.0
Honda,Hyderabad,16,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,399000.0
Hyundai,Bangalore,4,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1550000.0
Hyundai,Jaipur,10,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,231999.99999999997
Mercedes-Benz,Kochi,4,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,1857999.9999999998
Maruti,Jaipur,6,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,550000.0
Skoda,Chennai,14,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,320000.0
Honda,Pune,5,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,400000.0
Maruti,Chennai,16,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,160000.0
Maruti,Kochi,7,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,415000.00000000006
Honda,Mumbai,6,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,425000.0
Maruti,Ahmedabad,9,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,260000.0
Toyota,Mumbai,12,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,343000.0
Chevrolet,Kochi,8,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,254999.99999999997
Toyota,Delhi,3,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,3200000.0
Ford,Mumbai,6,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,625000.0
Maruti,Hyderabad,10,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,360000.0
Mercedes-Benz,Pune,10,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,1850000.0
Honda,Mumbai,5,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,425000.0
Hyundai,Mumbai,3,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,480000.0
Mahindra,Bangalore,5,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,1300000.0
Skoda,Pune,8,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,225000.0
Hyundai,Hyderabad,11,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,229999.99999999997
Hyundai,Kochi,1,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1356000.0
Mahindra,Delhi,3,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,1225000.0
Skoda,Pune,7,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,376000.0
Renault,Coimbatore,5,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,858000.0
BMW,Hyderabad,9,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,2750000.0
Toyota,Coimbatore,7,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,495000.0
Maruti,Ahmedabad,8,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,330000.0
Hyundai,Chennai,4,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,800000.0
Maruti,Jaipur,6,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,279000.0
Land,Coimbatore,3,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,4564000.0
Chevrolet,Pune,6,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,254999.99999999997
Tata,Ahmedabad,6,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,100000.0
Audi,Coimbatore,3,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3756000.0
Mercedes-Benz,Kochi,11,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,928999.9999999999
Maruti,Kochi,1,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,637000.0
Fiat,Coimbatore,7,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,298000.0
Maruti,Kochi,3,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,575000.0
Toyota,Hyderabad,10,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1300000.0
Maruti,Mumbai,6,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,680000.0
BMW,Coimbatore,10,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,1049000.0
Maruti,Jaipur,6,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,560000.0
Honda,Mumbai,10,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,285000.0
Hyundai,Coimbatore,7,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,836000.0
Tata,Jaipur,15,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,100000.0
Mercedes-Benz,Kolkata,10,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,1075000.0
Maruti,Hyderabad,9,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,385000.0
Ford,Hyderabad,8,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,300000.0
Honda,Coimbatore,5,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,960000.0
Toyota,Delhi,8,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,1325000.0
Honda,Mumbai,4,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,575000.0
Hyundai,Delhi,6,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,675000.0
Chevrolet,Bangalore,7,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,484999.99999999994
Maruti,Mumbai,11,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,285000.0
Toyota,Mumbai,8,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,951000.0
BMW,Ahmedabad,8,59900,Diesel,Automatic,Second,18.48,1995.0,177.0,5.0,1850000.0
Renault,Delhi,5,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,675000.0
BMW,Coimbatore,3,31645,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,2940000.0
Honda,Kochi,11,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,329000.0
Maruti,Delhi,4,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,950000.0
Maruti,Pune,10,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,220000.00000000003
Mahindra,Pune,8,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,650000.0
Honda,Ahmedabad,13,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,490000.00000000006
Maruti,Pune,7,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,675000.0
Toyota,Chennai,7,179000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,380000.0
Audi,Delhi,7,12100,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,2950000.0
Skoda,Hyderabad,3,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,1050000.0
Volkswagen,Hyderabad,5,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,620000.0
Skoda,Jaipur,11,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,500000.0
Mahindra,Chennai,13,35000,Diesel,Manual,First,19.2,1461.0,65.0,5.0,229999.99999999997
Toyota,Ahmedabad,4,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1700000.0
BMW,Bangalore,6,47000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,2550000.0
Honda,Jaipur,5,63642,Diesel,Manual,First,27.3,1498.0,98.6,5.0,565000.0
Honda,Kochi,5,62550,Diesel,Manual,First,25.8,1498.0,98.6,5.0,560000.0
Jaguar,Kochi,5,37340,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,2998000.0
Maruti,Coimbatore,4,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,739000.0
Jeep,Jaipur,2,29000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1900000.0
Toyota,Pune,10,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,500000.0
Honda,Kolkata,9,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,335000.0
Maruti,Chennai,7,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,445000.0
Hyundai,Coimbatore,1,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,831000.0
Mahindra,Jaipur,8,105000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,600000.0
Maruti,Chennai,6,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,525000.0
Audi,Hyderabad,8,202082,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,1230000.0
Ford,Chennai,16,129000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,150000.0
Volkswagen,Coimbatore,2,33558,Diesel,Manual,First,20.14,1498.0,88.0,5.0,811999.9999999999
Mahindra,Coimbatore,8,60271,Diesel,Manual,First,13.6,2523.0,63.0,7.0,612000.0
Honda,Coimbatore,3,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,1088000.0
Chevrolet,Kolkata,6,9500,Petrol,Manual,First,18.2,1199.0,82.5,5.0,350000.0
Hyundai,Kochi,4,42362,Petrol,Manual,First,18.6,1197.0,81.83,5.0,615000.0
BMW,Chennai,4,21000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,3300000.0
BMW,Mumbai,8,15200,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,1350000.0
Toyota,Mumbai,5,43690,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1711000.0
Maruti,Kolkata,7,53073,Diesel,Manual,First,20.77,1248.0,88.76,7.0,595000.0
